id,title,company,department,skills_required,description,location,remote,stipend_min_inr,stipend_max_inr,duration_weeks,url,date_posted,role_level,sector
3752,Research Assistant - Legal,Kokilaben Dhirubhai Ambani Hospital,Law / Legal,Contract Review;Drafting;Legal Research;Case Briefing;Citations,"Research Assistant - Legal at Kokilaben Dhirubhai Ambani Hospital. Work on projects, mentored by senior staff. Required skills: Contract Review, Drafting, Legal Research, Case Briefing, Citations.","Dehradun, IN",False,3000,8000,8,https://careers.example.com/kokilabendhirubhaiambanihospital/3752,2025-06-27,Internship,Private
3753,Survey Intern,Freshworks,Public Health / Epidemiology,Data Analysis;Health Promotion;Surveillance;Field Surveys;Survey Design,"Survey Intern at Freshworks. Work on projects, mentored by senior staff. Required skills: Data Analysis, Health Promotion, Surveillance, Field Surveys, Survey Design.","Bengaluru, IN",False,10000,15000,4,https://careers.example.com/freshworks/3753,2026-01-29,Junior,NGO
3754,Retail Operations Intern,Oxfam India,Retail / Sales,Customer Service;Sales Outreach;POS;Merchandising;Fundraising,"Retail Operations Intern at Oxfam India. Work on projects, mentored by senior staff. Required skills: Customer Service, Sales Outreach, POS, Merchandising, Fundraising.","Sydney, AU",False,30000,50000,16,https://careers.example.com/oxfamindia/3754,2025-03-30,Internship,Private
3755,NLP Intern,Hindustan Times,Computer Science / AI,NLP;C++;Java;TensorFlow;Machine Learning,"NLP Intern at Hindustan Times. Work on projects, mentored by senior staff. Required skills: NLP, C++, Java, TensorFlow, Machine Learning.","Hyderabad, IN",False,3000,5000,6,https://careers.example.com/hindustantimes/3755,2025-09-13,Entry,NGO
3756,Content Writer Intern,Boston Consulting Group,Humanities / Journalism,Copywriting;Fact-checking;Reporting;Research;Editing,"Content Writer Intern at Boston Consulting Group. Work on projects, mentored by senior staff. Required skills: Copywriting, Fact-checking, Reporting, Research, Editing.","London, UK",False,15000,20000,10,https://careers.example.com/bostonconsultinggroup/3756,2025-11-30,Internship,Public
3757,Curriculum Intern,Amul,Education / Teaching,Classroom Management;Communication;Lesson Planning;TAP (Teaching Assistant);Technical Documentation,"Curriculum Intern at Amul. Work on projects, mentored by senior staff. Required skills: Classroom Management, Communication, Lesson Planning, TAP (Teaching Assistant), Technical Documentation.","Lucknow, IN",False,25000,40000,24,https://careers.example.com/amul/3757,2025-12-13,Entry,Private
3758,Architectural Intern,Marriott International,Architecture / Civil,AutoCAD;SketchUp;Revit;Construction Drawings,"Architectural Intern at Marriott International. Work on projects, mentored by senior staff. Required skills: AutoCAD, SketchUp, Revit, Construction Drawings.","Pune, IN",False,3000,3000,10,https://careers.example.com/marriottinternational/3758,2025-12-07,Junior,Public
3759,Teaching Intern,Mphasis,Education / Teaching,Communication;TAP (Teaching Assistant);Subject Knowledge;Lesson Planning;Assessment Design;Classroom Management;SQL,"Teaching Intern at Mphasis. Work on projects, mentored by senior staff. Required skills: Communication, TAP (Teaching Assistant), Subject Knowledge, Lesson Planning, Assessment Design, Classroom Management, SQL.",Remote,True,25000,35000,6,https://careers.example.com/mphasis/3759,2025-07-05,Junior,Academic
3760,Mechanical Intern,Uber,Manufacturing / Mechanical,CAD;Assembly,"Mechanical Intern at Uber. Work on projects, mentored by senior staff. Required skills: CAD, Assembly.",Remote,True,20000,40000,8,https://careers.example.com/uber/3760,2026-01-25,Entry,Public
3761,Growth Intern,Hindustan Times,Marketing / Business,Content Writing;Social Media;Communication;Market Research;Excel;SEO;Google Analytics;Plating,"Growth Intern at Hindustan Times. Work on projects, mentored by senior staff. Required skills: Content Writing, Social Media, Communication, Market Research, Excel, SEO, Google Analytics, Plating.","Bengaluru, IN",False,0,5000,24,https://careers.example.com/hindustantimes/3761,2025-10-29,Junior,Private
3762,Textile Intern,Oracle,Fashion / Textile,Sewing;Illustrator;Textile Knowledge;Pattern Making;Fashion Sketching,"Textile Intern at Oracle. Work on projects, mentored by senior staff. Required skills: Sewing, Illustrator, Textile Knowledge, Pattern Making, Fashion Sketching.","Delhi NCR, IN",True,0,2000,4,https://careers.example.com/oracle/3762,2025-11-26,Entry,Public
3763,Business Development Intern,State Bank of India,Marketing / Business,SEO;Google Analytics;Branding,"Business Development Intern at State Bank of India. Work on projects, mentored by senior staff. Required skills: SEO, Google Analytics, Branding.","New York, USA",False,0,10000,4,https://careers.example.com/statebankofindia/3763,2025-04-22,Junior,Startup
3764,Sports Operations Intern,Amazon,Sports / Coaching,Athlete Monitoring;Fitness Training;Coaching;Plan Design,"Sports Operations Intern at Amazon. Work on projects, mentored by senior staff. Required skills: Athlete Monitoring, Fitness Training, Coaching, Plan Design.","Kolkata, IN",False,25000,45000,6,https://careers.example.com/amazon/3764,2025-07-17,Internship,Startup
3765,Maintenance Intern,Aero India,Aviation / Aerospace,Technical Documentation;Flight Ops,"Maintenance Intern at Aero India. Work on projects, mentored by senior staff. Required skills: Technical Documentation, Flight Ops.",Remote,True,3000,18000,4,https://careers.example.com/aeroindia/3765,2026-01-01,Entry,Private
3766,Process Intern,Sun Pharmaceutical,Manufacturing / Mechanical,PLC;CAD;Assembly;MATLAB;Quality Control;Photoshop,"Process Intern at Sun Pharmaceutical. Work on projects, mentored by senior staff. Required skills: PLC, CAD, Assembly, MATLAB, Quality Control, Photoshop.","Lucknow, IN",False,8000,23000,10,https://careers.example.com/sunpharmaceutical/3766,2025-10-16,Entry,Public
3767,Case Assistant Intern,Teach For India,Law / Legal,Citations;Legal Research;SQL,"Case Assistant Intern at Teach For India. Work on projects, mentored by senior staff. Required skills: Citations, Legal Research, SQL.",Singapore,False,10000,15000,4,https://careers.example.com/teachforindia/3767,2025-04-29,Internship,NGO
3768,Grooming Intern,CRY (Child Rights and You),Veterinary / Animal Care,Clinical Support;Vaccination;Animal Handling,"Grooming Intern at CRY (Child Rights and You). Work on projects, mentored by senior staff. Required skills: Clinical Support, Vaccination, Animal Handling.","Goa, IN",False,5000,5000,6,https://careers.example.com/crychildrightsandyou/3768,2025-07-31,Entry,Public
3769,Culinary Assistant Intern,HDFC Bank,Culinary / Food,Recipe Development;Food Prep;Plating;Baking;C++,"Culinary Assistant Intern at HDFC Bank. Work on projects, mentored by senior staff. Required skills: Recipe Development, Food Prep, Plating, Baking, C++.","Hyderabad, IN",False,3000,3000,24,https://careers.example.com/hdfcbank/3769,2025-04-19,Internship,Private
3770,Supply Chain Intern,Sports Authority of India,Logistics / Supply Chain,Inventory Control;ERP;Route Planning;TMS;Excel,"Supply Chain Intern at Sports Authority of India. Work on projects, mentored by senior staff. Required skills: Inventory Control, ERP, Route Planning, TMS, Excel.","Goa, IN",False,8000,13000,6,https://careers.example.com/sportsauthorityofindia/3770,2025-12-09,Entry,Public
3771,Video Production Intern,Lupin,Arts / Media,Photoshop;Adobe Premiere;Content Creation;Storyboarding;Photography,"Video Production Intern at Lupin. Work on projects, mentored by senior staff. Required skills: Photoshop, Adobe Premiere, Content Creation, Storyboarding, Photography.",Remote,True,15000,25000,6,https://careers.example.com/lupin/3771,2025-10-05,Entry,NGO
3772,Photography Intern,Municipal Corporation of Greater Mumbai,Arts / Media,Content Creation;Photoshop,"Photography Intern at Municipal Corporation of Greater Mumbai. Work on projects, mentored by senior staff. Required skills: Content Creation, Photoshop.","Pune, IN",False,10000,25000,20,https://careers.example.com/municipalcorporationofgreatermumbai/3772,2025-04-09,Junior,NGO
3773,Data Science Intern,Maruti Suzuki,Data Science / Analytics,Tableau;R,"Data Science Intern at Maruti Suzuki. Work on projects, mentored by senior staff. Required skills: Tableau, R.","London, UK",False,10000,15000,4,https://careers.example.com/marutisuzuki/3773,2025-04-13,Junior,Academic
3774,Urban Planning Intern,Al Jazeera,Architecture / Civil,Construction Drawings;AutoCAD;Site Visits;SketchUp;Revit,"Urban Planning Intern at Al Jazeera. Work on projects, mentored by senior staff. Required skills: Construction Drawings, AutoCAD, Site Visits, SketchUp, Revit.","New York, USA",False,20000,35000,6,https://careers.example.com/aljazeera/3774,2025-10-17,Junior,Academic
3775,Research Assistant,Narayana Health,Research / Policy,Literature Review;Quantitative Analysis;SPSS;Policy Briefs;Qualitative Methods,"Research Assistant at Narayana Health. Work on projects, mentored by senior staff. Required skills: Literature Review, Quantitative Analysis, SPSS, Policy Briefs, Qualitative Methods.",Remote,True,30000,50000,12,https://careers.example.com/narayanahealth/3775,2025-09-27,Internship,NGO
3776,Reporting Intern,Biocon,Humanities / Journalism,Editing;Copywriting;Reporting;Research;Fact-checking,"Reporting Intern at Biocon. Work on projects, mentored by senior staff. Required skills: Editing, Copywriting, Reporting, Research, Fact-checking.","Thane, IN",False,3000,8000,10,https://careers.example.com/biocon/3776,2025-04-17,Junior,Startup
3777,Research Intern,State Bank of India,Research / Policy,Policy Briefs;SPSS,"Research Intern at State Bank of India. Work on projects, mentored by senior staff. Required skills: Policy Briefs, SPSS.","Berlin, DE",True,8000,28000,8,https://careers.example.com/statebankofindia/3777,2025-04-01,Internship,Public
3778,Supply Chain Intern,WHO,Logistics / Supply Chain,Warehouse Management;Route Planning;Inventory Control,"Supply Chain Intern at WHO. Work on projects, mentored by senior staff. Required skills: Warehouse Management, Route Planning, Inventory Control.","Hyderabad, IN",False,20000,25000,10,https://careers.example.com/who/3778,2025-09-07,Internship,Startup
3779,UI/UX Design Intern,Indian Railways,Design / UX,Wireframing;Illustrator;Adobe XD,"UI/UX Design Intern at Indian Railways. Work on projects, mentored by senior staff. Required skills: Wireframing, Illustrator, Adobe XD.","Sydney, AU",False,15000,20000,12,https://careers.example.com/indianrailways/3779,2025-05-30,Internship,Academic
3780,Event Intern,Raymond,Hospitality / Tourism,Guest Service;Event Coordination;Food & Beverage,"Event Intern at Raymond. Work on projects, mentored by senior staff. Required skills: Guest Service, Event Coordination, Food & Beverage.","Bengaluru, IN",False,15000,35000,8,https://careers.example.com/raymond/3780,2025-09-25,Junior,Academic
3781,Health Data Intern,JSW Sports,Public Health / Epidemiology,Data Analysis;Surveillance;Field Surveys,"Health Data Intern at JSW Sports. Work on projects, mentored by senior staff. Required skills: Data Analysis, Surveillance, Field Surveys.","Toronto, CA",False,5000,20000,20,https://careers.example.com/jswsports/3781,2025-09-01,Junior,Startup
3782,Process Intern,Kokilaben Dhirubhai Ambani Hospital,Manufacturing / Mechanical,Assembly;CAD;Quality Control;MATLAB;PLC;Interviewing,"Process Intern at Kokilaben Dhirubhai Ambani Hospital. Work on projects, mentored by senior staff. Required skills: Assembly, CAD, Quality Control, MATLAB, PLC, Interviewing.","Bengaluru, IN",True,3000,23000,8,https://careers.example.com/kokilabendhirubhaiambanihospital/3782,2026-01-12,Entry,NGO
3783,Process Intern,Infosys,Manufacturing / Mechanical,PLC;CAD;Quality Control,"Process Intern at Infosys. Work on projects, mentored by senior staff. Required skills: PLC, CAD, Quality Control.","Berlin, DE",False,20000,30000,4,https://careers.example.com/infosys/3783,2025-05-12,Internship,Academic
3784,Product Design Intern,Tata Consultancy Services,Design / UX,Figma;Sketch;User Research;Visual Design;Illustrator;Adobe XD;Wireframing,"Product Design Intern at Tata Consultancy Services. Work on projects, mentored by senior staff. Required skills: Figma, Sketch, User Research, Visual Design, Illustrator, Adobe XD, Wireframing.","London, UK",False,30000,32000,4,https://careers.example.com/tataconsultancyservices/3784,2025-03-30,Junior,Private
3785,Fashion Intern,TVS Motor Company,Fashion / Textile,Textile Knowledge;Pattern Making;Sewing,"Fashion Intern at TVS Motor Company. Work on projects, mentored by senior staff. Required skills: Textile Knowledge, Pattern Making, Sewing.","Bengaluru, IN",False,10000,12000,20,https://careers.example.com/tvsmotorcompany/3785,2025-05-30,Entry,NGO
3786,Hotel Operations Intern,BITS Pilani,Hospitality / Tourism,Food & Beverage;Housekeeping;Event Coordination;Guest Service;Fundraising,"Hotel Operations Intern at BITS Pilani. Work on projects, mentored by senior staff. Required skills: Food & Beverage, Housekeeping, Event Coordination, Guest Service, Fundraising.",Remote,True,30000,35000,12,https://careers.example.com/bitspilani/3786,2026-02-22,Internship,Academic
3787,Teaching Intern,NDTV,Education / Teaching,Subject Knowledge;TAP (Teaching Assistant);Communication;Lesson Planning;Classroom Management;Vaccination,"Teaching Intern at NDTV. Work on projects, mentored by senior staff. Required skills: Subject Knowledge, TAP (Teaching Assistant), Communication, Lesson Planning, Classroom Management, Vaccination.","Ahmedabad, IN",False,25000,35000,6,https://careers.example.com/ndtv/3787,2025-10-13,Internship,Academic
3788,Site Intern,Bharat Forge,Architecture / Civil,SketchUp;Site Visits;Revit;AutoCAD;Construction Drawings,"Site Intern at Bharat Forge. Work on projects, mentored by senior staff. Required skills: SketchUp, Site Visits, Revit, AutoCAD, Construction Drawings.","Thane, IN",False,10000,12000,8,https://careers.example.com/bharatforge/3788,2025-08-28,Entry,Public
3789,Logistics Coordinator Intern,Swiggy,Logistics / Supply Chain,Route Planning;Warehouse Management;Reporting,"Logistics Coordinator Intern at Swiggy. Work on projects, mentored by senior staff. Required skills: Route Planning, Warehouse Management, Reporting.","Kolkata, IN",False,20000,20000,10,https://careers.example.com/swiggy/3789,2025-10-13,Internship,NGO
3790,Logistics Coordinator Intern,IIT Kanpur,Logistics / Supply Chain,Warehouse Management;TMS;Inventory Control;ERP;Field Surveys,"Logistics Coordinator Intern at IIT Kanpur. Work on projects, mentored by senior staff. Required skills: Warehouse Management, TMS, Inventory Control, ERP, Field Surveys.","Hyderabad, IN",False,5000,10000,16,https://careers.example.com/iitkanpur/3790,2025-11-07,Entry,Public
